Timestamp,Video ID,Comment,Comment ID
2025-03-10 00:16:02,ESWBDhJH5cs,요즘 피지컬떨어져서 날먹 챔프만 ㅈㄴ하네 ㅋㅋ,UgyrrNYbGtkcz2PRWr14AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,리포해주세요,UgwiE7sQlHnyUn9apaZ4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,괴물쥐 (트위치) : 벼시<br>괴물쥐 (트위치) : ㅇㄴ<br>이렇게 하면 정지안먹는다 팁임,UgwBb3yYpzrt4FWacLx4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,ㅇㅇ,UgywR2XU8eddZrJgFrF4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,벌써 일요일이라는게 안믿기면 개추ㅋㅋ..,UgyS-NeqftUo9UtN0hd4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,예전이 낫다 별로야 뭔가 억텐같아보여 지금,UgxR6AKb_KYhdnnX8SF4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,루굼마 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,Ugym202bI_3aUwG6Sv94AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,좋은말할 때 던파영상 올려라,UgxkGqSDqej1iR3ioYt4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,목소리가 약간 달라진 것 같은데 맞나?,Ugz35mhruBfujze4KhZ4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,협곡 그만하고 롤체 돌려달라 당신이 롤체 안하니까 애들이 유연한 덱 전환을 시도하잖아 요즘에 허구헛날 당신 덱으로만 대가리 박는애들때매 순방은 기ㅣㅣㅣ냥 했는데 롤체 내놔요 당장,UgzA7_7uS71A9Nz6udl4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,와 16분전은 못참아잇❤,Ugxax_Zm6XaXuKK77wd4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,져야 맛있는데…,UgwEHjwcOpxX7RDUHiV4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,나도 겜하면서 돈벌고싶다..,UgwATGXs3Ccid3EZMPZ4AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,최강몬스터헌터 최종변기장쥐환 어디감,UgwFScsVZvpgv3scEk94AaABAg
2025-03-10 00:16:02,ESWBDhJH5cs,"<a href=""https://www.youtube.com/watch?v=ESWBDhJH5cs&amp;t=423"">7:03</a> 썸네일",UgxooORuQipqeMIN2J94AaABAg
